away_team,proper_date,home_team,home_team_rank,home_days_rest,home_team_avg_pts_scored,home_team_avg_pts_scored_opp,home_team_win_pct,home_team_win_pct_last10,home_is_top_players,away_team_rank,away_days_rest,away_team_avg_pts_scored,away_team_avg_pts_scored_opp,away_team_win_pct,away_team_win_pct_last10,away_is_top_players,home_team_predicted_win_pct,away_team_predicted_win_pct,outcome,ml_prediction,actual_outcome,ml_accuracy,home_moneyline,away_moneyline,ml_money_col,home_implied_probability,away_implied_probability
Orlando Magic,2023-01-13,Utah Jazz,17,2,117.5,116.8,0.477,0.3,2,26,2,110.4,114.2,0.381,0.5,2,0.697,0.303,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Atlanta Hawks,2023-01-13,Indiana Pacers,12,1,115.6,115.7,0.548,0.7,1,19,1,115.0,116.3,0.463,0.3,2,0.562,0.438,L,Home Win,Road Win,0,130.0,-150.0,-10.0,0.435,0.6
Cleveland Cavaliers,2023-01-12,Portland Trail Blazers,19,1,112.1,112.0,0.475,0.2,2,7,1,111.5,106.8,0.619,0.5,2,0.353,0.647,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
Milwaukee Bucks,2023-01-12,Miami Heat,13,1,108.8,109.0,0.524,0.6,1,5,0,112.4,111.0,0.659,0.5,1,0.441,0.559,W,Road Win,Home Win,0,-150.0,130.0,-10.0,0.6,0.435
Oklahoma City Thunder,2023-01-12,Philadelphia 76ers,6,1,113.7,109.4,0.625,0.7,2,24,1,116.3,116.6,0.439,0.5,2,0.801,0.199,L,Home Win,Road Win,0,-435.0,350.0,-10.0,0.813,0.222
Charlotte Hornets,2023-01-12,Toronto Raptors,23,1,111.7,111.4,0.439,0.5,2,29,1,112.1,118.5,0.262,0.3,2,0.667,0.333,W,Home Win,Home Win,1,-315.0,260.0,3.17,0.759,0.278
Boston Celtics,2023-01-12,Brooklyn Nets,4,3,114.6,110.6,0.675,0.9,1,1,0,118.6,112.6,0.714,0.8,2,0.51,0.49,L,Home Win,Road Win,0,130.0,-150.0,-10.0,0.435,0.6
Dallas Mavericks,2023-01-12,Los Angeles Lakers,21,2,116.7,117.8,0.463,0.6,1,12,1,112.1,111.0,0.548,0.7,2,0.364,0.636,L,Road Win,Road Win,1,130.0,-150.0,6.67,0.435,0.6
Milwaukee Bucks,2023-01-11,Atlanta Hawks,20,2,115.3,116.4,0.475,0.4,2,5,1,112.4,111.1,0.65,0.4,1,0.424,0.576,L,Road Win,Road Win,1,155.0,-180.0,5.56,0.392,0.643
New Orleans Pelicans,2023-01-11,Boston Celtics,1,1,118.5,112.6,0.707,0.7,2,8,1,117.4,113.0,0.61,0.6,0,0.808,0.192,W,Home Win,Home Win,1,-425.0,340.0,2.35,0.81,0.227
Houston Rockets,2023-01-11,Sacramento Kings,11,1,118.8,117.1,0.538,0.5,2,29,2,109.1,115.9,0.25,0.1,2,0.768,0.232,W,Home Win,Home Win,1,-380.0,310.0,2.63,0.792,0.244
Chicago Bulls,2023-01-11,Washington Wizards,25,1,112.1,113.5,0.415,0.6,1,22,1,114.7,115.3,0.463,0.6,2,0.444,0.556,W,Road Win,Home Win,0,105.0,-125.0,-10.0,0.488,0.556
Minnesota Timberwolves,2023-01-11,Detroit Pistons,30,0,111.8,119.7,0.25,0.3,1,16,2,114.7,115.0,0.488,0.4,1,0.255,0.745,W,Road Win,Home Win,0,185.0,-215.0,-10.0,0.351,0.683
Indiana Pacers,2023-01-11,New York Knicks,12,1,114.0,111.3,0.537,0.4,2,9,2,115.6,115.6,0.561,0.8,2,0.447,0.553,W,Road Win,Home Win,0,-195.0,165.0,-10.0,0.661,0.377
Phoenix Suns,2023-01-11,Denver Nuggets,3,1,116.8,113.7,0.675,0.8,2,15,0,113.0,111.0,0.5,0.2,0,0.866,0.134,W,Home Win,Home Win,1,-1050.0,700.0,0.95,0.913,0.125
San Antonio Spurs,2023-01-11,Memphis Grizzlies,2,1,116.4,111.3,0.675,0.8,2,27,1,112.0,120.6,0.317,0.3,2,0.853,0.147,W,Home Win,Home Win,1,-1050.0,700.0,0.95,0.913,0.125
Orlando Magic,2023-01-10,Portland Trail Blazers,18,1,112.2,112.1,0.487,0.3,2,26,0,110.4,114.4,0.366,0.4,2,0.709,0.291,L,Home Win,Road Win,0,-295.0,245.0,-10.0,0.747,0.29
Oklahoma City Thunder,2023-01-10,Miami Heat,13,1,108.7,109.0,0.512,0.5,1,23,1,116.5,116.7,0.45,0.6,2,0.619,0.381,W,Home Win,Home Win,1,-195.0,165.0,5.13,0.661,0.377
Detroit Pistons,2023-01-10,Philadelphia 76ers,7,1,112.8,109.2,0.615,0.7,2,29,1,111.7,119.0,0.256,0.3,1,0.884,0.116,W,Home Win,Home Win,1,-500.0,400.0,2.0,0.833,0.2
Phoenix Suns,2023-01-10,Golden State Warriors,14,2,116.8,117.5,0.5,0.6,2,17,1,112.7,111.0,0.488,0.1,0,0.788,0.212,L,Home Win,Road Win,0,-520.0,410.0,-10.0,0.839,0.196
Cleveland Cavaliers,2023-01-10,Utah Jazz,20,1,117.6,116.9,0.465,0.3,2,6,1,111.5,106.6,0.634,0.6,2,0.333,0.667,W,Road Win,Home Win,0,140.0,-165.0,-10.0,0.417,0.623
Charlotte Hornets,2023-01-10,Toronto Raptors,24,1,111.2,111.2,0.425,0.4,2,28,1,111.9,118.1,0.268,0.3,2,0.637,0.363,W,Home Win,Home Win,1,-300.0,250.0,3.33,0.75,0.286
Dallas Mavericks,2023-01-10,Los Angeles Clippers,15,1,109.1,110.2,0.5,0.3,1,10,1,112.4,111.0,0.561,0.8,2,0.36,0.64,W,Road Win,Home Win,0,-155.0,135.0,-10.0,0.608,0.426
Chicago Bulls,2023-01-09,Boston Celtics,1,1,118.8,113.0,0.7,0.6,2,19,1,115.1,115.5,0.475,0.7,2,0.793,0.207,W,Home Win,Home Win,1,-345.0,285.0,2.9,0.775,0.26
Milwaukee Bucks,2023-01-09,New York Knicks,11,2,114.2,111.3,0.55,0.5,2,5,2,112.4,111.2,0.641,0.4,1,0.538,0.462,L,Home Win,Road Win,0,105.0,-125.0,-10.0,0.488,0.556
Orlando Magic,2023-01-09,Sacramento Kings,12,1,118.3,117.3,0.526,0.4,2,26,1,110.4,113.9,0.375,0.5,2,0.748,0.252,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Los Angeles Lakers,2023-01-09,Denver Nuggets,4,2,116.7,113.8,0.667,0.8,2,20,1,116.9,117.7,0.475,0.6,1,0.848,0.152,W,Home Win,Home Win,1,-380.0,310.0,2.63,0.792,0.244
San Antonio Spurs,2023-01-09,Memphis Grizzlies,3,0,116.2,111.3,0.667,0.7,1,27,1,112.0,120.6,0.325,0.3,2,0.777,0.223,W,Home Win,Home Win,1,-600.0,450.0,1.67,0.857,0.182
New Orleans Pelicans,2023-01-09,Washington Wizards,24,2,112.1,113.1,0.425,0.6,1,8,1,117.1,113.1,0.6,0.6,0,0.468,0.532,L,Road Win,Road Win,1,-125.0,105.0,10.5,0.556,0.488
Atlanta Hawks,2023-01-08,Los Angeles Clippers,14,1,109.2,110.2,0.512,0.4,2,22,1,115.3,116.6,0.462,0.4,2,0.649,0.351,L,Home Win,Road Win,0,-175.0,150.0,-10.0,0.636,0.4
Utah Jazz,2023-01-08,Memphis Grizzlies,4,2,116.1,111.1,0.658,0.6,2,18,0,117.5,116.8,0.476,0.3,2,0.804,0.196,W,Home Win,Home Win,1,-300.0,250.0,3.33,0.75,0.286
Dallas Mavericks,2023-01-08,Oklahoma City Thunder,23,1,116.4,116.9,0.436,0.6,2,9,0,112.5,110.8,0.575,0.8,2,0.363,0.637,W,Road Win,Home Win,0,-140.0,120.0,-10.0,0.583,0.455
Brooklyn Nets,2023-01-08,Miami Heat,13,1,108.9,109.1,0.525,0.6,2,2,1,114.9,110.8,0.667,0.9,2,0.329,0.671,L,Road Win,Road Win,1,140.0,-165.0,6.06,0.417,0.623
Philadelphia 76ers,2023-01-08,Detroit Pistons,29,1,111.8,119.0,0.262,0.3,1,7,1,112.6,109.2,0.605,0.7,1,0.215,0.785,L,Road Win,Road Win,1,185.0,-215.0,4.65,0.351,0.683
Charlotte Hornets,2023-01-08,Indiana Pacers,10,1,115.6,115.7,0.55,0.7,2,28,1,112.0,118.2,0.275,0.4,2,0.776,0.224,W,Home Win,Home Win,1,-225.0,190.0,4.44,0.692,0.345
Portland Trail Blazers,2023-01-08,Toronto Raptors,25,1,111.0,111.3,0.41,0.3,2,17,1,112.4,111.9,0.5,0.3,2,0.442,0.558,W,Road Win,Home Win,0,-150.0,130.0,-10.0,0.6,0.435
Cleveland Cavaliers,2023-01-08,Phoenix Suns,15,1,113.1,111.0,0.5,0.2,1,6,1,111.5,106.8,0.625,0.6,1,0.435,0.565,L,Road Win,Road Win,1,165.0,-195.0,5.13,0.377,0.661
Minnesota Timberwolves,2023-01-08,Houston Rockets,30,2,109.4,116.2,0.256,0.1,2,20,1,115.0,115.5,0.475,0.4,1,0.507,0.493,L,Home Win,Road Win,0,110.0,-130.0,-10.0,0.476,0.565
Utah Jazz,2023-01-07,Chicago Bulls,22,0,114.8,115.4,0.462,0.7,2,18,1,117.5,116.5,0.488,0.3,2,0.454,0.546,W,Road Win,Home Win,0,-120.0,100.0,-10.0,0.545,0.5
Boston Celtics,2023-01-07,San Antonio Spurs,27,0,111.9,120.6,0.333,0.4,2,1,1,118.7,112.9,0.692,0.5,2,0.122,0.878,L,Road Win,Road Win,1,625.0,-900.0,1.11,0.138,0.9
Orlando Magic,2023-01-07,Golden State Warriors,14,2,117.2,117.6,0.513,0.6,1,26,1,110.3,114.2,0.359,0.5,2,0.687,0.313,L,Home Win,Road Win,0,-255.0,215.0,-10.0,0.718,0.317
Los Angeles Lakers,2023-01-07,Sacramento Kings,12,2,117.9,116.8,0.541,0.5,2,20,0,116.4,117.3,0.462,0.5,1,0.803,0.197,L,Home Win,Road Win,0,-365.0,300.0,-10.0,0.785,0.25
New Orleans Pelicans,2023-01-07,Dallas Mavericks,9,1,112.1,110.6,0.564,0.7,2,7,0,117.1,112.7,0.615,0.6,0,0.717,0.283,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Portland Trail Blazers,2023-01-06,Indiana Pacers,11,1,115.8,116.1,0.538,0.6,2,14,1,112.8,112.0,0.514,0.4,2,0.56,0.44,W,Home Win,Home Win,1,-120.0,100.0,8.33,0.545,0.5
Miami Heat,2023-01-06,Phoenix Suns,17,1,113.5,111.2,0.513,0.3,1,15,1,109.0,109.5,0.513,0.6,2,0.457,0.543,L,Road Win,Road Win,1,100.0,-120.0,8.33,0.5,0.545
Atlanta Hawks,2023-01-06,Los Angeles Lakers,22,1,116.0,117.4,0.447,0.5,1,19,1,115.4,116.3,0.474,0.4,2,0.427,0.573,W,Road Win,Home Win,0,-105.0,-115.0,-10.0,0.512,0.535
Detroit Pistons,2023-01-06,San Antonio Spurs,27,1,111.7,120.9,0.316,0.3,2,28,1,111.8,118.9,0.268,0.3,1,0.606,0.394,W,Home Win,Home Win,1,-120.0,100.0,8.33,0.545,0.5
Washington Wizards,2023-01-06,Oklahoma City Thunder,24,1,116.1,117.1,0.421,0.5,2,23,2,112.1,112.7,0.436,0.6,1,0.62,0.38,W,Home Win,Home Win,1,-115.0,-105.0,8.7,0.535,0.512
New York Knicks,2023-01-06,Toronto Raptors,25,1,111.1,111.3,0.421,0.3,2,12,1,114.2,111.4,0.538,0.5,2,0.361,0.639,L,Road Win,Road Win,1,-170.0,145.0,14.5,0.63,0.408
Cleveland Cavaliers,2023-01-06,Denver Nuggets,5,0,116.6,113.9,0.658,0.8,2,6,1,111.6,106.4,0.641,0.7,2,0.491,0.509,W,Road Win,Home Win,0,-250.0,210.0,-10.0,0.714,0.323
Chicago Bulls,2023-01-06,Philadelphia 76ers,8,1,112.6,108.7,0.622,0.8,1,21,1,114.5,115.5,0.447,0.6,2,0.681,0.319,L,Home Win,Road Win,0,-195.0,165.0,-10.0,0.661,0.377
Los Angeles Clippers,2023-01-06,Minnesota Timberwolves,20,1,114.6,115.5,0.462,0.4,1,13,0,109.0,109.8,0.525,0.4,2,0.388,0.612,W,Road Win,Home Win,0,-165.0,140.0,-10.0,0.623,0.417
Charlotte Hornets,2023-01-06,Milwaukee Bucks,4,1,112.5,110.5,0.658,0.5,2,30,1,111.3,118.4,0.256,0.3,2,0.854,0.146,L,Home Win,Road Win,0,-560.0,430.0,-10.0,0.848,0.189
Brooklyn Nets,2023-01-06,New Orleans Pelicans,7,1,117.5,112.8,0.632,0.6,0,3,1,115.1,111.1,0.658,0.9,2,0.331,0.669,L,Road Win,Road Win,1,150.0,-175.0,5.71,0.4,0.636
Utah Jazz,2023-01-05,Houston Rockets,29,0,109.3,115.8,0.263,0.1,2,18,1,117.2,116.6,0.475,0.3,2,0.313,0.687,L,Road Win,Road Win,1,200.0,-240.0,4.17,0.333,0.706
Los Angeles Clippers,2023-01-05,Denver Nuggets,5,2,116.4,114.5,0.649,0.7,2,12,2,109.5,109.4,0.538,0.5,2,0.619,0.381,W,Home Win,Home Win,1,-190.0,160.0,5.26,0.655,0.385
Boston Celtics,2023-01-05,Dallas Mavericks,9,2,112.6,110.3,0.579,0.8,2,1,1,118.6,113.3,0.684,0.5,2,0.424,0.576,L,Road Win,Road Win,1,110.0,-130.0,7.69,0.476,0.565
Memphis Grizzlies,2023-01-05,Orlando Magic,26,0,110.2,114.0,0.368,0.6,2,4,0,115.9,111.0,0.649,0.6,2,0.205,0.795,L,Road Win,Road Win,1,200.0,-240.0,4.17,0.333,0.706
Miami Heat,2023-01-04,Los Angeles Lakers,24,1,116.1,117.6,0.432,0.5,1,15,1,109.0,109.4,0.526,0.7,2,0.337,0.663,W,Road Win,Home Win,0,150.0,-175.0,-10.0,0.4,0.636
Portland Trail Blazers,2023-01-04,Minnesota Timberwolves,20,1,114.7,115.8,0.447,0.4,1,13,1,112.9,112.0,0.528,0.5,2,0.354,0.646,W,Road Win,Home Win,0,-110.0,-110.0,-10.0,0.524,0.524
San Antonio Spurs,2023-01-04,New York Knicks,14,1,114.1,111.3,0.526,0.5,2,27,1,111.6,121.0,0.324,0.3,2,0.743,0.257,W,Home Win,Home Win,1,-425.0,340.0,2.35,0.81,0.227
Memphis Grizzlies,2023-01-04,Charlotte Hornets,29,1,111.4,118.1,0.263,0.3,2,5,2,115.4,111.1,0.639,0.6,2,0.155,0.845,L,Road Win,Road Win,1,240.0,-285.0,3.51,0.294,0.74
Detroit Pistons,2023-01-04,Golden State Warriors,16,1,117.1,117.5,0.526,0.6,1,30,1,111.6,118.9,0.25,0.2,1,0.77,0.23,L,Home Win,Road Win,0,-275.0,230.0,-10.0,0.733,0.303
Indiana Pacers,2023-01-04,Philadelphia 76ers,8,1,112.1,108.3,0.611,0.8,2,11,1,115.6,115.8,0.553,0.7,2,0.579,0.421,W,Home Win,Home Win,1,-300.0,250.0,3.33,0.75,0.286
Oklahoma City Thunder,2023-01-04,Orlando Magic,26,4,109.8,113.9,0.351,0.6,2,22,0,116.1,116.8,0.432,0.5,2,0.629,0.371,W,Home Win,Home Win,1,-130.0,110.0,7.69,0.565,0.476
Milwaukee Bucks,2023-01-04,Toronto Raptors,23,1,111.4,111.5,0.432,0.3,2,4,0,112.7,110.8,0.649,0.4,1,0.38,0.62,L,Road Win,Road Win,1,-135.0,115.0,11.5,0.574,0.465
Atlanta Hawks,2023-01-04,Sacramento Kings,10,0,117.9,116.7,0.556,0.6,2,19,1,115.2,116.2,0.459,0.3,2,0.632,0.368,L,Home Win,Road Win,0,-115.0,-105.0,-10.0,0.535,0.512
Brooklyn Nets,2023-01-04,Chicago Bulls,25,1,114.3,115.6,0.432,0.5,2,2,1,115.2,110.8,0.676,1.0,2,0.208,0.792,W,Road Win,Home Win,0,175.0,-205.0,-10.0,0.364,0.672
Phoenix Suns,2023-01-04,Cleveland Cavaliers,6,1,112.1,106.9,0.632,0.7,2,17,1,114.2,111.7,0.526,0.4,1,0.798,0.202,W,Home Win,Home Win,1,-205.0,175.0,4.88,0.672,0.364
Houston Rockets,2023-01-04,New Orleans Pelicans,7,1,117.4,113.0,0.622,0.5,0,28,1,109.3,115.7,0.27,0.1,2,0.733,0.267,W,Home Win,Home Win,1,-295.0,245.0,3.39,0.747,0.29
Washington Wizards,2023-01-03,Milwaukee Bucks,5,1,112.4,110.7,0.639,0.4,1,21,1,112.1,112.4,0.447,0.6,2,0.696,0.304,W,Home Win,Home Win,1,-320.0,265.0,3.13,0.762,0.274
Boston Celtics,2023-01-03,Oklahoma City Thunder,25,2,115.2,116.8,0.417,0.4,2,1,1,118.6,112.4,0.703,0.5,2,0.224,0.776,W,Road Win,Home Win,0,295.0,-360.0,-10.0,0.253,0.783
Sacramento Kings,2023-01-03,Utah Jazz,18,2,117.3,116.6,0.487,0.4,2,11,1,118.0,116.7,0.543,0.5,2,0.471,0.529,L,Road Win,Road Win,1,-140.0,120.0,12.0,0.583,0.455
Denver Nuggets,2023-01-02,Minnesota Timberwolves,23,1,114.4,115.9,0.432,0.3,1,3,0,116.6,114.3,0.667,0.8,2,0.208,0.792,W,Road Win,Home Win,0,120.0,-140.0,-10.0,0.455,0.583
Detroit Pistons,2023-01-02,Portland Trail Blazers,14,2,112.3,112.2,0.514,0.5,2,30,1,111.7,118.5,0.256,0.3,1,0.855,0.145,W,Home Win,Home Win,1,-450.0,360.0,2.22,0.818,0.217
San Antonio Spurs,2023-01-02,Brooklyn Nets,2,1,114.5,111.0,0.667,1.0,2,27,1,111.9,120.5,0.333,0.4,2,0.844,0.156,W,Home Win,Home Win,1,-1050.0,700.0,0.95,0.913,0.125
Phoenix Suns,2023-01-02,New York Knicks,17,1,114.5,112.1,0.514,0.5,2,12,2,115.1,112.0,0.541,0.4,1,0.552,0.448,W,Home Win,Home Win,1,-110.0,-110.0,9.09,0.524,0.524
Toronto Raptors,2023-01-02,Indiana Pacers,13,1,115.4,115.8,0.541,0.6,2,22,2,111.3,111.2,0.444,0.3,2,0.638,0.362,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Los Angeles Lakers,2023-01-02,Charlotte Hornets,29,1,111.3,118.0,0.27,0.3,2,25,2,116.0,117.7,0.417,0.4,1,0.531,0.469,L,Home Win,Road Win,0,-115.0,-105.0,-10.0,0.535,0.512
Miami Heat,2023-01-02,Los Angeles Clippers,10,1,109.7,109.4,0.553,0.6,2,16,1,109.0,109.6,0.514,0.7,2,0.608,0.392,L,Home Win,Road Win,0,-180.0,155.0,-10.0,0.643,0.392
Dallas Mavericks,2023-01-02,Houston Rockets,28,1,109.4,115.8,0.278,0.2,2,9,1,112.6,110.4,0.568,0.7,2,0.229,0.771,L,Road Win,Road Win,1,250.0,-300.0,3.33,0.286,0.75
New Orleans Pelicans,2023-01-02,Philadelphia 76ers,8,1,111.9,108.2,0.6,0.8,2,6,1,117.6,112.8,0.639,0.5,1,0.605,0.395,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Chicago Bulls,2023-01-02,Cleveland Cavaliers,7,1,111.2,106.2,0.622,0.6,2,21,1,113.8,114.8,0.444,0.5,2,0.759,0.241,W,Home Win,Home Win,1,-165.0,140.0,6.06,0.623,0.417
Atlanta Hawks,2023-01-02,Golden State Warriors,15,2,116.4,116.8,0.514,0.5,1,19,2,114.5,115.5,0.472,0.4,2,0.526,0.474,W,Home Win,Home Win,1,-155.0,135.0,6.45,0.608,0.426
Washington Wizards,2023-01-01,Milwaukee Bucks,3,1,112.9,110.5,0.657,0.4,1,22,1,111.9,112.9,0.432,0.5,2,0.735,0.265,L,Home Win,Road Win,0,-340.0,280.0,-10.0,0.773,0.263
Sacramento Kings,2023-01-01,Memphis Grizzlies,6,0,115.4,111.2,0.629,0.6,2,10,1,118.3,116.7,0.559,0.5,2,0.556,0.444,W,Home Win,Home Win,1,-180.0,155.0,5.56,0.643,0.392
Boston Celtics,2023-01-01,Denver Nuggets,4,1,116.4,114.4,0.657,0.8,2,1,2,118.8,112.1,0.722,0.5,2,0.41,0.59,W,Road Win,Home Win,0,100.0,-120.0,-10.0,0.5,0.545
Los Angeles Clippers,2022-12-31,Indiana Pacers,13,1,114.9,115.4,0.528,0.5,2,9,1,109.2,108.8,0.568,0.7,2,0.441,0.559,W,Road Win,Home Win,0,140.0,-165.0,-10.0,0.417,0.623
Detroit Pistons,2022-12-31,Minnesota Timberwolves,21,0,114.7,115.9,0.444,0.3,1,30,0,111.6,118.9,0.237,0.2,1,0.715,0.285,L,Home Win,Road Win,0,-330.0,275.0,-10.0,0.767,0.267
Miami Heat,2022-12-31,Utah Jazz,17,0,117.1,116.3,0.5,0.4,2,18,0,108.5,109.3,0.5,0.6,2,0.566,0.434,L,Home Win,Road Win,0,-165.0,140.0,-10.0,0.623,0.417
New York Knicks,2022-12-31,Houston Rockets,28,1,110.0,116.1,0.286,0.3,2,16,1,114.6,112.7,0.5,0.5,2,0.334,0.666,L,Road Win,Road Win,1,180.0,-210.0,4.76,0.357,0.677
Cleveland Cavaliers,2022-12-31,Chicago Bulls,20,0,114.1,115.1,0.457,0.5,2,7,1,111.5,106.3,0.611,0.6,2,0.298,0.702,L,Road Win,Road Win,1,155.0,-180.0,5.56,0.392,0.643
Philadelphia 76ers,2022-12-31,Oklahoma City Thunder,24,1,115.7,116.9,0.429,0.4,2,8,0,111.8,108.5,0.588,0.8,2,0.333,0.667,L,Road Win,Road Win,1,160.0,-190.0,5.26,0.385,0.655
New Orleans Pelicans,2022-12-31,Memphis Grizzlies,6,1,115.4,111.5,0.618,0.6,2,4,0,118.1,112.7,0.657,0.6,1,0.634,0.366,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
Dallas Mavericks,2022-12-31,San Antonio Spurs,27,1,111.5,120.3,0.343,0.5,2,11,1,112.3,110.0,0.556,0.7,2,0.246,0.754,L,Road Win,Road Win,1,230.0,-275.0,3.64,0.303,0.733
Brooklyn Nets,2022-12-31,Charlotte Hornets,29,1,111.4,117.9,0.278,0.3,2,5,2,114.3,111.2,0.657,1.0,2,0.154,0.846,L,Road Win,Road Win,1,255.0,-305.0,3.28,0.282,0.753
Philadelphia 76ers,2022-12-30,New Orleans Pelicans,3,1,117.8,112.6,0.647,0.6,1,8,2,111.7,108.0,0.606,0.8,2,0.505,0.495,W,Home Win,Home Win,1,-110.0,-110.0,9.09,0.524,0.524
Minnesota Timberwolves,2022-12-30,Milwaukee Bucks,5,1,112.6,110.4,0.647,0.4,1,20,1,114.7,115.7,0.457,0.3,1,0.766,0.234,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Washington Wizards,2022-12-30,Orlando Magic,26,1,110.0,113.8,0.361,0.7,2,24,1,111.8,113.3,0.417,0.4,2,0.513,0.487,L,Home Win,Road Win,0,180.0,-210.0,-10.0,0.357,0.677
Phoenix Suns,2022-12-30,Toronto Raptors,23,0,111.3,111.4,0.429,0.2,1,11,1,115.4,111.9,0.556,0.4,1,0.363,0.637,W,Road Win,Home Win,0,-135.0,115.0,-10.0,0.574,0.465
Detroit Pistons,2022-12-30,Chicago Bulls,21,1,113.6,115.0,0.441,0.5,2,30,1,111.4,118.5,0.243,0.2,1,0.77,0.23,W,Home Win,Home Win,1,-340.0,280.0,2.94,0.773,0.263
Miami Heat,2022-12-30,Denver Nuggets,4,1,116.2,114.2,0.647,0.8,2,15,1,108.2,108.9,0.514,0.7,2,0.677,0.323,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Portland Trail Blazers,2022-12-30,Golden State Warriors,17,1,116.4,117.0,0.5,0.5,0,13,3,112.3,112.0,0.529,0.5,2,0.263,0.737,W,Road Win,Home Win,0,100.0,-120.0,-10.0,0.5,0.545
Los Angeles Lakers,2022-12-30,Atlanta Hawks,19,1,114.3,115.1,0.486,0.4,2,25,1,115.6,117.6,0.4,0.4,1,0.735,0.265,L,Home Win,Road Win,0,-240.0,200.0,-10.0,0.706,0.333
Utah Jazz,2022-12-30,Sacramento Kings,12,1,118.0,116.4,0.545,0.5,2,16,1,116.9,116.1,0.514,0.4,2,0.603,0.397,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Los Angeles Clippers,2022-12-29,Boston Celtics,1,1,118.9,112.1,0.714,0.5,2,9,1,109.2,108.6,0.583,0.7,2,0.662,0.338,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Cleveland Cavaliers,2022-12-29,Indiana Pacers,17,1,114.4,115.1,0.514,0.5,2,6,2,111.1,105.5,0.629,0.6,2,0.32,0.68,W,Road Win,Home Win,0,190.0,-225.0,-10.0,0.345,0.692
Houston Rockets,2022-12-29,Dallas Mavericks,12,1,111.8,109.9,0.543,0.6,2,28,1,109.9,115.7,0.294,0.3,2,0.775,0.225,W,Home Win,Home Win,1,-580.0,440.0,1.72,0.853,0.185
New York Knicks,2022-12-29,San Antonio Spurs,27,1,111.2,120.5,0.324,0.5,2,16,1,114.6,112.5,0.514,0.6,2,0.315,0.685,W,Road Win,Home Win,0,170.0,-200.0,-10.0,0.37,0.667
Oklahoma City Thunder,2022-12-29,Charlotte Hornets,29,1,111.2,118.0,0.257,0.2,2,21,1,115.8,116.8,0.441,0.4,2,0.393,0.607,W,Road Win,Home Win,0,-115.0,-105.0,-10.0,0.535,0.512
Memphis Grizzlies,2022-12-29,Toronto Raptors,22,1,111.4,111.2,0.441,0.3,2,7,1,115.2,111.7,0.606,0.6,2,0.317,0.683,L,Road Win,Road Win,1,110.0,-130.0,7.69,0.476,0.565
Houston Rockets,2022-12-27,Boston Celtics,1,1,118.7,112.4,0.706,0.5,2,28,0,110.2,115.4,0.303,0.4,2,0.894,0.106,W,Home Win,Home Win,1,-1500.0,900.0,0.67,0.938,0.1
Atlanta Hawks,2022-12-27,Indiana Pacers,18,0,113.9,115.2,0.5,0.4,2,16,3,114.6,114.9,0.515,0.4,2,0.382,0.618,W,Road Win,Home Win,0,-110.0,-110.0,-10.0,0.524,0.524
New York Knicks,2022-12-27,Dallas Mavericks,14,1,111.4,109.5,0.529,0.5,2,12,1,114.4,112.1,0.529,0.7,2,0.512,0.488,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Phoenix Suns,2022-12-27,Memphis Grizzlies,8,1,115.5,111.3,0.625,0.7,2,10,1,115.5,111.6,0.559,0.3,1,0.677,0.323,L,Home Win,Road Win,0,-295.0,245.0,-10.0,0.747,0.29
San Antonio Spurs,2022-12-27,Oklahoma City Thunder,22,3,115.4,116.8,0.424,0.4,2,27,0,111.1,120.2,0.333,0.5,2,0.725,0.275,W,Home Win,Home Win,1,-250.0,210.0,4.0,0.714,0.323
Los Angeles Lakers,2022-12-27,Orlando Magic,26,3,110.3,113.1,0.382,0.8,2,24,1,115.7,118.0,0.394,0.3,1,0.695,0.305,L,Home Win,Road Win,0,-175.0,150.0,-10.0,0.636,0.4
Denver Nuggets,2022-12-27,Sacramento Kings,11,3,118.1,116.2,0.548,0.5,2,3,1,116.0,114.1,0.656,0.7,2,0.464,0.536,L,Road Win,Road Win,1,125.0,-145.0,6.9,0.444,0.592
Charlotte Hornets,2022-12-27,Golden State Warriors,20,1,116.7,117.6,0.471,0.3,0,29,0,111.4,118.3,0.265,0.2,2,0.59,0.41,W,Home Win,Home Win,1,-180.0,155.0,5.56,0.643,0.392
Philadelphia 76ers,2022-12-27,Washington Wizards,25,3,111.2,113.7,0.382,0.2,2,7,1,111.7,107.7,0.625,0.8,2,0.331,0.669,W,Road Win,Home Win,0,155.0,-180.0,-10.0,0.392,0.643
