away_team,proper_date,home_team,home_team_rank,home_days_rest,home_team_avg_pts_scored,home_team_avg_pts_scored_opp,home_team_win_pct,home_team_win_pct_last10,home_is_top_players,away_team_rank,away_days_rest,away_team_avg_pts_scored,away_team_avg_pts_scored_opp,away_team_win_pct,away_team_win_pct_last10,away_is_top_players,home_team_predicted_win_pct,away_team_predicted_win_pct,outcome,ml_prediction,actual_outcome,ml_accuracy,home_moneyline,away_moneyline,ml_money_col,home_implied_probability,away_implied_probability
San Antonio Spurs,2023-02-23,Dallas Mavericks,13,7,113.0,112.5,0.517,0.5,2,29,7,112.4,122.6,0.237,0.0,2,0.768,0.232,W,Home Win,Home Win,1,-975.0,675.0,1.03,0.907,0.129
Memphis Grizzlies,2023-02-23,Philadelphia 76ers,4,7,114.4,110.5,0.667,0.7,2,6,7,116.1,112.2,0.614,0.4,2,0.563,0.437,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Golden State Warriors,2023-02-23,Los Angeles Lakers,23,7,117.0,118.2,0.458,0.4,2,16,8,118.6,118.5,0.5,0.5,0,0.62,0.38,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
Washington Wizards,2023-02-16,Minnesota Timberwolves,13,2,115.9,115.8,0.517,0.6,1,22,1,113.6,113.5,0.474,0.6,2,0.647,0.353,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Milwaukee Bucks,2023-02-16,Chicago Bulls,24,0,113.3,113.4,0.448,0.4,1,2,1,114.9,111.8,0.702,1.0,2,0.154,0.846,L,Road Win,Road Win,1,230.0,-275.0,3.64,0.303,0.733
Los Angeles Clippers,2023-02-16,Phoenix Suns,11,1,112.8,111.2,0.542,0.7,1,12,1,111.4,111.2,0.533,0.6,2,0.468,0.532,L,Road Win,Road Win,1,-120.0,100.0,10.0,0.545,0.5
Chicago Bulls,2023-02-15,Indiana Pacers,25,1,114.5,117.2,0.424,0.1,2,23,1,113.3,113.3,0.456,0.4,1,0.629,0.371,W,Home Win,Home Win,1,-135.0,115.0,7.41,0.574,0.465
Utah Jazz,2023-02-15,Memphis Grizzlies,6,2,116.1,112.2,0.607,0.3,2,18,1,117.7,117.2,0.492,0.5,2,0.753,0.247,W,Home Win,Home Win,1,-300.0,250.0,3.33,0.75,0.286
Cleveland Cavaliers,2023-02-15,Philadelphia 76ers,4,1,114.3,110.4,0.661,0.7,2,5,1,111.8,105.9,0.633,0.8,2,0.539,0.461,W,Home Win,Home Win,1,-140.0,120.0,7.14,0.583,0.455
Houston Rockets,2023-02-15,Oklahoma City Thunder,20,1,117.6,116.6,0.482,0.5,2,30,1,110.0,117.9,0.228,0.2,1,0.796,0.204,W,Home Win,Home Win,1,-425.0,340.0,2.35,0.81,0.227
Detroit Pistons,2023-02-15,Boston Celtics,1,0,117.7,111.8,0.707,0.6,0,28,2,112.3,119.7,0.259,0.3,1,0.812,0.188,W,Home Win,Home Win,1,-380.0,310.0,2.63,0.792,0.244
Miami Heat,2023-02-15,Brooklyn Nets,7,1,114.0,112.4,0.579,0.4,2,9,1,108.4,108.2,0.552,0.6,1,0.639,0.361,W,Home Win,Home Win,1,-105.0,-115.0,9.52,0.512,0.535
San Antonio Spurs,2023-02-15,Charlotte Hornets,27,1,112.4,119.1,0.271,0.3,2,29,1,112.5,122.7,0.241,0.0,2,0.539,0.461,W,Home Win,Home Win,1,-245.0,205.0,4.08,0.71,0.328
New Orleans Pelicans,2023-02-15,Los Angeles Lakers,24,1,117.0,118.4,0.448,0.4,2,14,1,115.1,113.4,0.517,0.4,1,0.497,0.503,W,Road Win,Home Win,0,-150.0,130.0,-10.0,0.6,0.435
Dallas Mavericks,2023-02-15,Denver Nuggets,3,1,117.1,112.8,0.69,0.6,2,13,1,113.1,112.4,0.525,0.6,2,0.68,0.32,W,Home Win,Home Win,1,-285.0,240.0,3.51,0.74,0.294
New York Knicks,2023-02-15,Atlanta Hawks,16,1,116.7,116.7,0.5,0.5,2,11,1,114.4,112.5,0.542,0.6,2,0.45,0.55,L,Road Win,Road Win,1,-145.0,125.0,12.5,0.592,0.444
Orlando Magic,2023-02-14,Toronto Raptors,21,1,113.2,112.4,0.466,0.6,2,26,0,110.9,113.5,0.414,0.5,2,0.687,0.313,W,Home Win,Home Win,1,-260.0,220.0,3.85,0.722,0.313
Washington Wizards,2023-02-14,Portland Trail Blazers,19,0,115.1,114.8,0.491,0.6,1,22,0,113.4,113.7,0.464,0.6,1,0.638,0.362,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Golden State Warriors,2023-02-14,Los Angeles Clippers,12,3,111.0,111.0,0.525,0.6,2,16,0,118.5,118.3,0.509,0.6,1,0.773,0.227,W,Home Win,Home Win,1,-380.0,310.0,2.63,0.792,0.244
Boston Celtics,2023-02-14,Milwaukee Bucks,2,3,114.6,111.6,0.696,1.0,2,1,1,117.6,111.4,0.719,0.6,1,0.659,0.341,W,Home Win,Home Win,1,-435.0,350.0,2.3,0.813,0.222
Sacramento Kings,2023-02-14,Phoenix Suns,11,3,112.7,111.3,0.534,0.7,1,8,2,119.6,117.1,0.571,0.5,2,0.439,0.561,W,Road Win,Home Win,0,-155.0,135.0,-10.0,0.608,0.426
San Antonio Spurs,2023-02-13,Cleveland Cavaliers,5,1,111.7,105.9,0.627,0.8,2,29,1,112.5,122.8,0.246,0.0,2,0.854,0.146,W,Home Win,Home Win,1,-1150.0,750.0,0.87,0.92,0.118
Atlanta Hawks,2023-02-13,Charlotte Hornets,28,1,111.8,118.7,0.259,0.2,2,14,1,116.3,116.2,0.509,0.5,2,0.291,0.709,W,Road Win,Home Win,0,185.0,-215.0,-10.0,0.351,0.683
Orlando Magic,2023-02-13,Chicago Bulls,23,1,113.7,113.6,0.464,0.4,2,26,1,111.1,113.9,0.404,0.5,2,0.624,0.376,L,Home Win,Road Win,0,-205.0,175.0,-10.0,0.672,0.364
Denver Nuggets,2023-02-13,Miami Heat,9,1,108.4,108.1,0.561,0.7,1,3,1,117.2,112.9,0.684,0.6,2,0.329,0.671,L,Road Win,Road Win,1,-120.0,100.0,10.0,0.545,0.5
New Orleans Pelicans,2023-02-13,Oklahoma City Thunder,18,2,117.9,116.9,0.491,0.5,2,15,2,115.3,113.6,0.509,0.3,1,0.615,0.385,L,Home Win,Road Win,0,-140.0,120.0,-10.0,0.583,0.455
Minnesota Timberwolves,2023-02-13,Dallas Mavericks,11,1,112.9,112.2,0.534,0.6,2,16,2,115.7,115.7,0.508,0.6,1,0.664,0.336,L,Home Win,Road Win,0,-295.0,245.0,-10.0,0.747,0.29
Brooklyn Nets,2023-02-13,New York Knicks,10,1,114.3,112.6,0.534,0.6,2,7,1,114.1,112.2,0.589,0.4,2,0.467,0.533,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Washington Wizards,2023-02-13,Golden State Warriors,17,1,118.2,118.1,0.5,0.5,1,21,1,113.2,113.3,0.473,0.7,2,0.544,0.456,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Houston Rockets,2023-02-13,Philadelphia 76ers,4,1,114.1,110.5,0.655,0.7,2,30,2,110.1,117.8,0.232,0.3,1,0.891,0.109,W,Home Win,Home Win,1,-1150.0,750.0,0.87,0.92,0.118
Utah Jazz,2023-02-13,Indiana Pacers,25,1,114.4,117.1,0.431,0.2,2,19,1,117.6,117.2,0.483,0.4,2,0.452,0.548,L,Road Win,Road Win,1,-120.0,100.0,10.0,0.545,0.5
Los Angeles Lakers,2023-02-13,Portland Trail Blazers,20,2,114.9,114.8,0.482,0.6,2,24,1,117.0,118.3,0.456,0.4,2,0.663,0.337,W,Home Win,Home Win,1,-140.0,120.0,7.14,0.583,0.455
Detroit Pistons,2023-02-12,Toronto Raptors,23,1,113.1,112.4,0.456,0.6,2,27,1,112.2,119.8,0.263,0.3,1,0.726,0.274,W,Home Win,Home Win,1,-460.0,370.0,2.17,0.821,0.213
Memphis Grizzlies,2023-02-12,Boston Celtics,1,1,117.6,111.5,0.714,0.6,1,6,1,116.2,112.1,0.618,0.3,2,0.541,0.459,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Denver Nuggets,2023-02-11,Charlotte Hornets,28,0,111.9,118.7,0.263,0.2,2,3,1,117.1,113.0,0.679,0.5,2,0.141,0.859,L,Road Win,Road Win,1,360.0,-450.0,2.22,0.217,0.818
Miami Heat,2023-02-11,Orlando Magic,26,1,111.2,114.0,0.411,0.6,2,9,0,108.4,108.2,0.554,0.6,1,0.4,0.6,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
Indiana Pacers,2023-02-11,Washington Wizards,22,2,112.9,113.3,0.463,0.7,1,25,0,114.4,116.9,0.439,0.2,2,0.618,0.382,W,Home Win,Home Win,1,-225.0,190.0,4.44,0.692,0.345
Los Angeles Lakers,2023-02-11,Golden State Warriors,15,2,118.5,118.3,0.509,0.6,1,24,1,117.1,118.6,0.446,0.4,2,0.655,0.345,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Philadelphia 76ers,2023-02-11,Brooklyn Nets,7,1,114.4,112.4,0.6,0.5,2,4,0,114.4,110.8,0.648,0.7,2,0.495,0.505,L,Road Win,Road Win,1,115.0,-135.0,7.41,0.465,0.574
Dallas Mavericks,2023-02-11,Sacramento Kings,8,0,119.4,116.9,0.564,0.5,2,10,0,112.7,111.9,0.544,0.6,1,0.653,0.347,W,Home Win,Home Win,1,-125.0,105.0,8.0,0.556,0.488
San Antonio Spurs,2023-02-11,Atlanta Hawks,17,1,116.1,116.4,0.5,0.4,2,29,0,112.7,122.7,0.25,0.0,2,0.746,0.254,W,Home Win,Home Win,1,-645.0,480.0,1.55,0.866,0.172
Utah Jazz,2023-02-11,New York Knicks,12,0,114.1,112.5,0.526,0.5,2,19,0,117.5,117.1,0.491,0.5,2,0.65,0.35,W,Home Win,Home Win,1,-195.0,165.0,5.13,0.661,0.377
Chicago Bulls,2023-02-11,Cleveland Cavaliers,5,0,111.9,106.2,0.621,0.7,2,21,1,114.2,113.9,0.473,0.5,2,0.756,0.244,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
San Antonio Spurs,2023-02-10,Detroit Pistons,29,1,111.8,119.6,0.25,0.2,1,28,1,112.3,122.4,0.255,0.0,2,0.413,0.587,W,Road Win,Home Win,0,-155.0,135.0,-10.0,0.608,0.426
Phoenix Suns,2023-02-10,Indiana Pacers,24,1,114.6,116.9,0.446,0.2,2,13,0,112.6,111.4,0.526,0.7,0,0.61,0.39,L,Home Win,Road Win,0,-105.0,-115.0,-10.0,0.512,0.535
Oklahoma City Thunder,2023-02-10,Portland Trail Blazers,18,1,114.7,114.4,0.491,0.6,2,20,2,117.6,116.6,0.481,0.5,2,0.551,0.449,L,Home Win,Road Win,0,-170.0,145.0,-10.0,0.63,0.408
Utah Jazz,2023-02-10,Toronto Raptors,22,1,113.0,112.2,0.464,0.6,2,19,1,117.5,117.1,0.482,0.5,2,0.525,0.475,L,Home Win,Road Win,0,-305.0,255.0,-10.0,0.753,0.282
Dallas Mavericks,2023-02-10,Sacramento Kings,8,1,119.5,116.8,0.574,0.5,2,11,1,112.5,111.8,0.536,0.6,2,0.574,0.426,L,Home Win,Road Win,0,-120.0,100.0,-10.0,0.545,0.5
Minnesota Timberwolves,2023-02-10,Memphis Grizzlies,6,2,116.0,112.2,0.611,0.2,2,15,1,115.9,115.5,0.517,0.6,1,0.788,0.212,W,Home Win,Home Win,1,-390.0,320.0,2.56,0.796,0.238
Cleveland Cavaliers,2023-02-10,New Orleans Pelicans,14,2,115.5,113.5,0.518,0.3,1,5,1,111.8,106.2,0.614,0.7,2,0.368,0.632,L,Road Win,Road Win,1,110.0,-130.0,7.69,0.476,0.565
Houston Rockets,2023-02-10,Miami Heat,9,1,108.6,108.4,0.545,0.6,1,30,1,110.4,118.2,0.236,0.3,1,0.826,0.174,W,Home Win,Home Win,1,-520.0,410.0,1.92,0.839,0.196
Charlotte Hornets,2023-02-10,Boston Celtics,1,1,117.4,111.4,0.709,0.6,1,27,1,111.9,118.6,0.268,0.3,2,0.83,0.17,W,Home Win,Home Win,1,-560.0,430.0,1.79,0.848,0.189
Milwaukee Bucks,2023-02-10,Los Angeles Clippers,12,1,111.1,110.8,0.534,0.7,1,2,0,114.5,111.7,0.691,0.9,2,0.311,0.689,L,Road Win,Road Win,1,-120.0,100.0,10.0,0.545,0.5
New York Knicks,2023-02-10,Philadelphia 76ers,4,1,114.3,110.8,0.642,0.7,2,10,2,114.2,112.4,0.536,0.5,2,0.576,0.424,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Phoenix Suns,2023-02-09,Atlanta Hawks,18,1,116.1,116.5,0.491,0.4,2,10,1,112.7,111.3,0.536,0.8,1,0.507,0.493,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
Chicago Bulls,2023-02-09,Brooklyn Nets,7,1,114.4,112.6,0.593,0.5,1,21,1,114.3,113.8,0.481,0.6,2,0.677,0.323,W,Home Win,Home Win,1,-130.0,110.0,7.69,0.565,0.476
Denver Nuggets,2023-02-09,Orlando Magic,26,1,111.1,114.2,0.4,0.5,2,2,1,117.4,113.0,0.691,0.6,2,0.187,0.813,W,Road Win,Home Win,0,225.0,-265.0,-10.0,0.308,0.726
Milwaukee Bucks,2023-02-09,Los Angeles Lakers,24,1,117.3,118.6,0.455,0.5,2,3,2,114.5,111.8,0.685,0.9,2,0.201,0.799,L,Road Win,Road Win,1,195.0,-230.0,4.35,0.339,0.697
Indiana Pacers,2023-02-08,Miami Heat,10,3,108.5,108.4,0.537,0.5,1,23,2,114.7,116.9,0.455,0.2,2,0.689,0.311,W,Home Win,Home Win,1,-285.0,240.0,3.51,0.74,0.294
Dallas Mavericks,2023-02-08,Los Angeles Clippers,9,1,111.2,110.9,0.544,0.8,2,13,1,112.5,112.0,0.527,0.5,1,0.668,0.332,L,Home Win,Road Win,0,-280.0,235.0,-10.0,0.737,0.299
San Antonio Spurs,2023-02-08,Toronto Raptors,22,2,113.0,112.4,0.455,0.5,2,28,1,112.6,122.6,0.259,0.1,2,0.69,0.31,W,Home Win,Home Win,1,-520.0,410.0,1.92,0.839,0.196
Minnesota Timberwolves,2023-02-08,Utah Jazz,18,1,117.5,116.6,0.491,0.5,2,16,0,115.4,115.5,0.509,0.6,1,0.659,0.341,L,Home Win,Road Win,0,-150.0,130.0,-10.0,0.6,0.435
Detroit Pistons,2023-02-08,Cleveland Cavaliers,6,1,111.8,106.5,0.607,0.6,2,29,1,112.3,119.7,0.255,0.2,1,0.896,0.104,W,Home Win,Home Win,1,-900.0,625.0,1.11,0.9,0.138
Golden State Warriors,2023-02-08,Portland Trail Blazers,21,1,114.5,114.3,0.481,0.5,2,14,1,118.4,118.2,0.519,0.6,1,0.544,0.456,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Sacramento Kings,2023-02-08,Houston Rockets,30,1,110.1,118.0,0.241,0.3,1,8,1,119.3,116.6,0.566,0.5,2,0.149,0.851,L,Road Win,Road Win,1,285.0,-345.0,2.9,0.26,0.775
Charlotte Hornets,2023-02-08,Washington Wizards,25,1,112.8,113.5,0.453,0.6,2,27,2,112.0,118.6,0.273,0.4,2,0.562,0.438,W,Home Win,Home Win,1,-190.0,160.0,5.26,0.655,0.385
Philadelphia 76ers,2023-02-08,Boston Celtics,1,1,117.6,111.6,0.704,0.6,2,4,2,114.6,110.9,0.654,0.8,2,0.537,0.463,W,Home Win,Home Win,1,-190.0,160.0,5.26,0.655,0.385
Oklahoma City Thunder,2023-02-07,Los Angeles Lakers,22,2,117.1,118.4,0.463,0.5,2,21,0,117.3,116.4,0.472,0.5,1,0.712,0.288,L,Home Win,Road Win,0,-285.0,240.0,-10.0,0.74,0.294
Phoenix Suns,2023-02-07,Brooklyn Nets,6,0,114.4,112.5,0.604,0.5,1,12,2,112.6,111.3,0.527,0.8,2,0.458,0.542,L,Road Win,Road Win,1,155.0,-180.0,5.56,0.392,0.643
Chicago Bulls,2023-02-07,Memphis Grizzlies,7,1,116.2,112.6,0.604,0.2,2,18,0,114.8,114.0,0.491,0.7,2,0.741,0.259,W,Home Win,Home Win,1,-300.0,250.0,3.33,0.75,0.286
Minnesota Timberwolves,2023-02-07,Denver Nuggets,2,1,116.8,113.0,0.685,0.6,2,15,1,115.5,114.9,0.518,0.7,1,0.794,0.206,W,Home Win,Home Win,1,-330.0,275.0,3.03,0.767,0.267
New York Knicks,2023-02-07,Orlando Magic,26,1,111.4,114.4,0.407,0.6,2,11,1,114.4,112.7,0.527,0.4,2,0.304,0.696,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
Atlanta Hawks,2023-02-07,New Orleans Pelicans,16,1,115.5,113.7,0.509,0.2,1,17,2,116.3,116.5,0.5,0.5,2,0.462,0.538,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Oklahoma City Thunder,2023-02-06,Golden State Warriors,16,1,118.0,118.2,0.509,0.6,1,20,1,117.3,115.9,0.481,0.6,1,0.64,0.36,W,Home Win,Home Win,1,-180.0,155.0,5.56,0.643,0.392
Boston Celtics,2023-02-06,Detroit Pistons,29,1,112.5,119.8,0.259,0.3,1,1,2,117.7,111.9,0.698,0.6,2,0.092,0.908,L,Road Win,Road Win,1,460.0,-610.0,1.64,0.179,0.859
Los Angeles Clippers,2023-02-06,Brooklyn Nets,5,1,114.4,112.3,0.615,0.5,1,10,1,111.0,110.8,0.536,0.7,2,0.511,0.489,L,Home Win,Road Win,0,210.0,-250.0,-10.0,0.323,0.714
Milwaukee Bucks,2023-02-06,Portland Trail Blazers,19,1,114.6,114.0,0.491,0.5,2,3,1,114.3,111.8,0.679,0.9,2,0.287,0.713,L,Road Win,Road Win,1,150.0,-175.0,5.71,0.4,0.636
Sacramento Kings,2023-02-06,Houston Rockets,30,1,109.9,117.5,0.245,0.3,1,8,0,118.9,116.6,0.558,0.5,1,0.239,0.761,L,Road Win,Road Win,1,190.0,-225.0,4.44,0.345,0.692
Dallas Mavericks,2023-02-06,Utah Jazz,18,2,117.6,116.5,0.5,0.6,2,13,1,112.3,112.0,0.519,0.4,1,0.614,0.386,L,Home Win,Road Win,0,-410.0,330.0,-10.0,0.804,0.233
Cleveland Cavaliers,2023-02-06,Washington Wizards,23,1,113.3,113.5,0.462,0.6,1,7,0,111.7,106.8,0.6,0.5,2,0.278,0.722,L,Road Win,Road Win,1,125.0,-145.0,6.9,0.444,0.592
San Antonio Spurs,2023-02-06,Chicago Bulls,21,1,114.6,114.2,0.481,0.6,2,28,2,112.8,122.5,0.264,0.1,2,0.631,0.369,W,Home Win,Home Win,1,-520.0,410.0,1.92,0.839,0.196
Cleveland Cavaliers,2023-02-05,Indiana Pacers,23,1,114.9,116.9,0.463,0.2,2,7,2,111.6,106.9,0.593,0.5,2,0.262,0.738,L,Road Win,Road Win,1,165.0,-195.0,5.13,0.377,0.661
Toronto Raptors,2023-02-05,Memphis Grizzlies,5,2,116.5,112.8,0.615,0.3,2,25,1,113.1,112.6,0.444,0.4,2,0.842,0.158,L,Home Win,Road Win,0,-190.0,160.0,-10.0,0.655,0.385
Philadelphia 76ers,2023-02-05,New York Knicks,12,0,114.5,112.9,0.519,0.3,2,4,1,114.9,111.0,0.667,0.9,2,0.356,0.644,W,Road Win,Home Win,0,185.0,-215.0,-10.0,0.351,0.683
Sacramento Kings,2023-02-05,New Orleans Pelicans,16,0,115.1,113.8,0.5,0.1,1,8,1,119.2,116.2,0.569,0.6,2,0.309,0.691,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Orlando Magic,2023-02-05,Charlotte Hornets,27,1,112.0,118.6,0.278,0.4,2,26,1,111.2,114.5,0.396,0.5,2,0.504,0.496,L,Home Win,Road Win,0,-115.0,-105.0,-10.0,0.535,0.512
Denver Nuggets,2023-02-05,Minnesota Timberwolves,15,1,115.2,115.2,0.509,0.6,1,2,0,117.2,112.7,0.698,0.7,2,0.283,0.717,W,Road Win,Home Win,0,110.0,-130.0,-10.0,0.476,0.565
Phoenix Suns,2023-02-04,Detroit Pistons,28,0,112.7,119.9,0.264,0.3,1,13,0,112.6,111.5,0.519,0.7,1,0.302,0.698,L,Road Win,Road Win,1,160.0,-190.0,5.26,0.385,0.655
Houston Rockets,2023-02-04,Oklahoma City Thunder,23,2,116.6,115.8,0.471,0.6,2,30,0,109.7,116.9,0.25,0.3,1,0.821,0.179,W,Home Win,Home Win,1,-345.0,285.0,2.9,0.775,0.26
Miami Heat,2023-02-04,Milwaukee Bucks,3,1,114.1,111.8,0.673,0.8,2,9,1,108.4,108.1,0.547,0.6,2,0.592,0.408,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Los Angeles Clippers,2023-02-04,New York Knicks,11,1,114.3,112.5,0.528,0.4,1,12,1,110.5,110.5,0.527,0.6,2,0.471,0.529,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
Dallas Mavericks,2023-02-04,Golden State Warriors,18,1,118.0,118.3,0.5,0.5,2,10,1,112.3,111.8,0.528,0.4,1,0.507,0.493,W,Home Win,Home Win,1,-390.0,320.0,2.56,0.796,0.238
Los Angeles Lakers,2023-02-04,New Orleans Pelicans,19,1,114.8,113.6,0.491,0.0,1,20,1,116.9,118.1,0.472,0.6,2,0.509,0.491,W,Home Win,Home Win,1,-105.0,-115.0,9.52,0.512,0.535
Portland Trail Blazers,2023-02-04,Chicago Bulls,22,1,114.3,114.1,0.471,0.5,2,17,0,114.5,113.8,0.5,0.6,2,0.522,0.478,W,Home Win,Home Win,1,-205.0,175.0,4.88,0.672,0.364
Atlanta Hawks,2023-02-04,Denver Nuggets,2,1,117.0,112.8,0.692,0.7,2,15,0,116.5,116.3,0.509,0.6,2,0.748,0.252,W,Home Win,Home Win,1,-280.0,235.0,3.57,0.737,0.299
Washington Wizards,2023-02-04,Brooklyn Nets,6,2,114.2,112.1,0.608,0.4,1,21,0,113.1,113.3,0.471,0.7,2,0.752,0.248,W,Home Win,Home Win,1,-130.0,110.0,7.69,0.565,0.476
Philadelphia 76ers,2023-02-03,San Antonio Spurs,28,1,112.5,122.3,0.269,0.1,2,4,1,114.5,110.7,0.66,0.8,2,0.154,0.846,L,Road Win,Road Win,1,360.0,-450.0,2.22,0.217,0.818
Toronto Raptors,2023-02-03,Houston Rockets,29,1,109.6,116.9,0.255,0.3,1,25,1,113.1,112.6,0.434,0.4,2,0.392,0.608,L,Road Win,Road Win,1,195.0,-230.0,4.35,0.339,0.697
Charlotte Hornets,2023-02-03,Detroit Pistons,30,3,112.6,120.1,0.25,0.2,1,27,0,112.0,118.6,0.283,0.4,2,0.512,0.488,W,Home Win,Home Win,1,-120.0,100.0,8.33,0.545,0.5
Sacramento Kings,2023-02-03,Indiana Pacers,24,0,115.1,117.1,0.453,0.1,2,8,1,119.5,116.4,0.58,0.7,2,0.259,0.741,W,Road Win,Home Win,0,130.0,-150.0,-10.0,0.435,0.6
Atlanta Hawks,2023-02-03,Utah Jazz,14,1,117.8,116.5,0.509,0.7,2,16,1,116.5,116.5,0.5,0.6,2,0.573,0.427,L,Home Win,Road Win,0,-125.0,105.0,-10.0,0.556,0.488
Portland Trail Blazers,2023-02-03,Washington Wizards,20,3,113.0,113.0,0.48,0.7,2,19,1,114.3,113.7,0.49,0.6,2,0.62,0.38,L,Home Win,Road Win,0,-175.0,150.0,-10.0,0.636,0.4
Phoenix Suns,2023-02-03,Boston Celtics,1,1,118.2,112.0,0.712,0.7,2,15,1,112.7,111.8,0.509,0.6,1,0.819,0.181,L,Home Win,Road Win,0,-450.0,360.0,-10.0,0.818,0.217
Orlando Magic,2023-02-03,Minnesota Timberwolves,13,1,115.1,115.0,0.519,0.6,1,26,1,110.9,114.3,0.385,0.4,2,0.668,0.332,L,Home Win,Road Win,0,-200.0,170.0,-10.0,0.667,0.37
Toronto Raptors,2023-02-01,Utah Jazz,16,3,117.5,116.3,0.5,0.6,2,25,1,112.8,112.3,0.442,0.4,2,0.766,0.234,W,Home Win,Home Win,1,-145.0,125.0,6.9,0.592,0.444
Oklahoma City Thunder,2023-02-01,Houston Rockets,30,3,109.6,117.1,0.24,0.2,1,19,1,116.9,115.9,0.48,0.6,1,0.452,0.548,W,Road Win,Home Win,0,195.0,-230.0,-10.0,0.339,0.697
Portland Trail Blazers,2023-02-01,Memphis Grizzlies,5,2,116.7,112.3,0.64,0.5,2,20,1,114.1,113.7,0.48,0.5,2,0.791,0.209,L,Home Win,Road Win,0,-215.0,185.0,-10.0,0.683,0.351
Atlanta Hawks,2023-02-01,Phoenix Suns,14,1,112.9,111.5,0.519,0.6,1,18,1,116.2,116.8,0.49,0.6,2,0.536,0.464,L,Home Win,Road Win,0,-125.0,105.0,-10.0,0.556,0.488
Sacramento Kings,2023-02-01,San Antonio Spurs,28,1,112.6,122.3,0.275,0.1,2,8,1,119.5,116.5,0.571,0.7,2,0.194,0.806,L,Road Win,Road Win,1,240.0,-285.0,3.51,0.294,0.74
Orlando Magic,2023-02-01,Philadelphia 76ers,4,1,114.7,111.0,0.653,0.8,2,26,1,111.3,114.5,0.392,0.5,2,0.83,0.17,W,Home Win,Home Win,1,-410.0,330.0,2.44,0.804,0.233
Golden State Warriors,2023-02-01,Minnesota Timberwolves,15,1,115.1,115.0,0.509,0.6,1,11,1,118.1,118.0,0.52,0.6,2,0.385,0.615,W,Road Win,Home Win,0,120.0,-140.0,-10.0,0.455,0.583
Brooklyn Nets,2023-02-01,Boston Celtics,1,3,117.8,112.3,0.706,0.7,2,6,1,114.6,111.5,0.62,0.4,1,0.762,0.238,W,Home Win,Home Win,1,-360.0,295.0,2.78,0.783,0.253
Los Angeles Lakers,2023-01-31,New York Knicks,10,2,114.3,112.4,0.529,0.5,2,24,0,116.8,118.2,0.451,0.4,2,0.802,0.198,L,Home Win,Road Win,0,-140.0,120.0,-10.0,0.583,0.455
New Orleans Pelicans,2023-01-31,Denver Nuggets,2,2,116.5,112.7,0.68,0.7,2,15,1,115.0,113.5,0.51,0.1,1,0.821,0.179,W,Home Win,Home Win,1,-315.0,260.0,3.17,0.759,0.278
Charlotte Hornets,2023-01-31,Milwaukee Bucks,3,1,114.1,111.9,0.66,0.7,2,27,1,112.2,118.6,0.294,0.4,2,0.833,0.167,W,Home Win,Home Win,1,-720.0,520.0,1.39,0.878,0.161
Los Angeles Clippers,2023-01-31,Chicago Bulls,22,2,114.5,114.5,0.469,0.5,2,11,1,110.7,110.7,0.528,0.6,2,0.412,0.588,L,Road Win,Road Win,1,130.0,-150.0,6.67,0.435,0.6
Miami Heat,2023-01-31,Cleveland Cavaliers,7,1,111.5,106.9,0.596,0.5,2,9,1,108.6,108.4,0.549,0.7,2,0.567,0.433,L,Home Win,Road Win,0,-205.0,175.0,-10.0,0.672,0.364
Detroit Pistons,2023-01-30,Dallas Mavericks,13,1,112.4,112.1,0.51,0.3,1,29,1,112.8,120.2,0.255,0.2,1,0.787,0.213,W,Home Win,Home Win,1,-325.0,270.0,3.08,0.765,0.27
Washington Wizards,2023-01-30,San Antonio Spurs,28,1,112.7,122.2,0.28,0.1,2,21,1,112.7,113.2,0.469,0.6,2,0.38,0.62,L,Road Win,Road Win,1,185.0,-215.0,4.65,0.351,0.683
Orlando Magic,2023-01-30,Philadelphia 76ers,3,1,114.8,110.9,0.667,0.9,2,26,1,111.1,114.6,0.38,0.4,2,0.838,0.162,L,Home Win,Road Win,0,-490.0,390.0,-10.0,0.831,0.204
Atlanta Hawks,2023-01-30,Portland Trail Blazers,22,1,113.8,113.5,0.469,0.4,2,18,1,116.0,116.6,0.5,0.6,2,0.499,0.501,W,Road Win,Home Win,0,-140.0,120.0,-10.0,0.583,0.455
